1 1:1.000000 2:0.078652 3:0.285710 6:0.613640 7:0.329900 8:0.444440 9:0.006186 10:0.022472 11:0.081630 19:0.048264 20:0.175323 23:0.376554 24:0.025947 25:0.094256 28:0.202440 29:0.108834 30:0.034956 31:0.126981 34:0.272726 35:0.146621 36:0.197527
1 1:1.000000 2:0.662920 3:0.392860 6:0.590910 7:0.432990 8:0.363640 9:0.439463 10:0.260435 11:0.154339 19:0.391726 20:0.232145 23:0.349175 24:0.287038 25:0.170104 28:0.255858 29:0.187480 30:0.241064 31:0.142860 34:0.214879 35:0.157452 36:0.132234
1 1:1.000000 2:0.752810 3:0.273810 6:0.409090 7:0.360820 8:0.464650 9:0.566723 10:0.206127 11:0.074972 19:0.307967 20:0.112013 23:0.167355 24:0.271629 25:0.098796 28:0.147608 29:0.130191 30:0.349793 31:0.127226 34:0.190084 35:0.167655 36:0.215900
1 1:1.000000 2:0.325840 3:0.142860 6:0.500000 7:0.206190 8:0.343430 9:0.106172 10:0.046550 11:0.020409 19:0.162920 20:0.071430 23:0.250000 24:0.067185 25:0.029456 28:0.103095 29:0.042514 30:0.111903 31:0.049062 34:0.171715 35:0.070812 36:0.117944
1 1:1.000000 2:0.235960 3:0.214290 6:0.579550 7:0.257730 8:0.393940 9:0.055677 10:0.050564 11:0.045920 19:0.136751 20:0.124192 23:0.335878 24:0.060814 25:0.055229 28:0.149367 29:0.066425 30:0.092954 31:0.084417 34:0.228308 35:0.101530 36:0.155189
1 1:1.000000 2:0.224720 3:0.333330 6:0.522730 7:0.494850 8:0.575760 9:0.050499 10:0.074906 11:0.111109 19:0.117468 20:0.174242 23:0.273247 24:0.111203 25:0.164948 28:0.258673 29:0.244877 30:0.129385 31:0.191918 34:0.300967 35:0.284915 36:0.331500
1 1:1.000000 2:0.471910 3:0.095238 6:0.647730 7:0.247420 8:0.373740 9:0.222699 10:0.044944 11:0.009070 19:0.305670 20:0.061689 23:0.419554 24:0.116760 25:0.023564 28:0.160261 29:0.061217 30:0.176372 31:0.035594 34:0.242083 35:0.092471 36:0.139682
1 1:1.000000 2:0.280900 3:0.380950 6:0.500000 7:0.144330 8:0.292930 9:0.078905 10:0.107009 11:0.145123 19:0.140450 20:0.190475 23:0.250000 24:0.040542 25:0.054983 28:0.072165 29:0.020831 30:0.082284 31:0.111592 34:0.146465 35:0.042279 36:0.085808
1 1:1.000000 2:0.573030 3:0.404760 6:0.522730 7:0.298970 8:0.353540 9:0.328363 10:0.231940 11:0.163831 19:0.299540 20:0.211580 23:0.273247 24:0.171319 25:0.121011 28:0.156281 29:0.089383 30:0.202589 31:0.143099 34:0.184806 35:0.105698 36:0.124991
1 1:1.000000 2:0.247190 3:0.321430 6:0.545450 7:0.134020 8:0.282830 9:0.061103 10:0.079454 11:0.103317 19:0.134830 20:0.175324 23:0.297516 24:0.033128 25:0.043078 28:0.073101 29:0.017961 30:0.069913 31:0.090910 34:0.154270 35:0.037905 36:0.079993
1 1:1.000000 2:0.280900 3:0.285710 6:0.522730 7:0.422680 8:0.525250 9:0.078905 10:0.080256 11:0.081630 19:0.146835 20:0.149349 23:0.273247 24:0.118731 25:0.120764 28:0.220948 29:0.178658 30:0.147543 31:0.150069 34:0.274564 35:0.222013 36:0.275888
1 1:1.000000 2:0.382020 3:0.345240 6:0.431820 7:0.216490 8:0.353540 9:0.145939 10:0.131889 11:0.119191 19:0.164964 20:0.149082 23:0.186469 24:0.082704 25:0.074741 28:0.093485 29:0.046868 30:0.135059 31:0.122056 34:0.152666 35:0.076538 36:0.124991
1 1:1.000000 2:0.494380 3:0.130950 6:0.625000 7:0.505150 8:0.585860 9:0.244412 10:0.064739 11:0.017148 19:0.308987 20:0.081844 23:0.390625 24:0.249736 25:0.066149 28:0.315719 29:0.255177 30:0.289637 31:0.076718 34:0.366163 35:0.295947 36:0.343232
1 1:1.000000 2:0.258430 3:0.285710 6:0.443180 7:0.257730 8:0.383840 9:0.066786 10:0.073836 11:0.081630 19:0.114531 20:0.126621 23:0.196409 24:0.066605 25:0.073636 28:0.114221 29:0.066425 30:0.099196 31:0.109667 34:0.170110 35:0.098927 36:0.147333
1 1:1.000000 2:0.460670 3:0.488100 6:0.443180 7:0.185570 8:0.323230 9:0.212217 10:0.224853 11:0.238242 19:0.204160 20:0.216316 23:0.196409 24:0.085487 25:0.090577 28:0.082241 29:0.034436 30:0.148902 31:0.157769 34:0.143249 35:0.059982 36:0.104478
1 1:1.000000 2:0.449440 3:0.345240 6:0.431820 7:0.195880 9:0.201996 10:0.155165 11:0.119191 19:0.194077 20:0.149082 23:0.186469 24:0.088036 25:0.067626 28:0.084585 29:0.038369
1 1:1.000000 2:0.573030 3:0.452380 6:0.465910 7:0.319590 8:0.434340 9:0.328363 10:0.259227 11:0.204648 19:0.266980 20:0.210768 23:0.217072 24:0.183135 25:0.144576 28:0.148900 29:0.102138 30:0.248890 31:0.196487 34:0.202363 35:0.138811 36:0.188651
1 1:1.000000 2:0.337080 6:0.636360 7:0.082474 8:0.232320 9:0.113623 19:0.214504 23:0.404954 24:0.027800 28:0.052483 29:0.006802 30:0.078310 34:0.147839 35:0.019160 36:0.053973
1 1:1.000000 2:0.404490 3:0.273810 6:0.545450 7:0.195880 8:0.232320 9:0.163612 10:0.110753 11:0.074972 19:0.220629 20:0.149350 23:0.297516 24:0.079232 25:0.053634 28:0.106843 29:0.038369 30:0.093971 31:0.063612 34:0.126719 35:0.045507 36:0.053973
1 1:1.000000 2:0.325840 3:0.250000 6:0.545450 7:0.422680 8:0.525250 9:0.106172 10:0.081460 11:0.062500 19:0.177729 20:0.136362 23:0.297516 24:0.137726 25:0.105670 28:0.230551 29:0.178658 30:0.171147 31:0.131312 34:0.286498 35:0.222013 36:0.275888
1 1:1.000000 2:0.483150 3:0.273810 6:0.534090 7:0.288660 8:0.414140 9:0.233434 10:0.132291 11:0.074972 19:0.258046 20:0.146239 23:0.285252 24:0.139466 25:0.079038 28:0.154170 29:0.083325 30:0.200092 31:0.113396 34:0.221188 35:0.119546 36:0.171512
1 1:1.000000 2:0.382020 3:0.202380 6:0.431820 7:0.329900 8:0.444440 9:0.145939 10:0.077313 11:0.040958 19:0.164964 20:0.087392 23:0.186469 24:0.126028 25:0.066765 28:0.142457 29:0.108834 30:0.169785 31:0.089946 34:0.191918 35:0.146621 36:0.197527
1 1:1.000000 2:0.449440 3:0.154760 6:0.477270 7:0.329900 8:0.444440 9:0.201996 10:0.069555 11:0.023951 19:0.214504 20:0.073862 23:0.227787 24:0.148270 25:0.051055 28:0.157451 29:0.108834 30:0.199749 31:0.068782 34:0.212118 35:0.146621 36:0.197527
1 1:1.000000 2:0.269660 3:0.226190 6:0.352270 7:0.164950 8:0.313130 9:0.072717 10:0.060994 11:0.051162 19:0.094993 20:0.079680 23:0.124094 24:0.044480 25:0.037310 28:0.058107 29:0.027209 30:0.084439 31:0.070827 34:0.110306 35:0.051651 36:0.098050
1 1:1.000000 2:0.404490 3:0.452380 6:0.465910 7:0.360820 8:0.464650 9:0.163612 10:0.182983 11:0.204648 19:0.188456 20:0.210768 23:0.217072 24:0.145948 25:0.163228 28:0.168110 29:0.130191 30:0.187946 31:0.210198 34:0.216485 35:0.167655 36:0.215900
1 1:1.000000 2:0.325840 3:0.428570 6:0.477270 7:0.268040 8:0.393940 9:0.106172 10:0.139645 11:0.183672 19:0.155514 20:0.204544 23:0.227787 24:0.087338 25:0.114874 28:0.127927 29:0.071845 30:0.128361 31:0.168831 34:0.188016 35:0.105592 36:0.155189
1 1:1.000000 2:0.359550 3:0.309520 6:0.397730 7:0.257730 8:0.383840 9:0.129276 10:0.111288 11:0.095803 19:0.143004 20:0.123105 23:0.158189 24:0.092667 25:0.079773 28:0.102507 29:0.066425 30:0.138010 31:0.118806 34:0.152665 35:0.098927 36:0.147333
1 1:1.000000 2:0.370790 3:0.345240 6:0.590910 7:0.298970 8:0.414140 9:0.137485 10:0.128012 11:0.119191 19:0.219104 20:0.204006 23:0.349175 24:0.110855 25:0.103216 28:0.176664 29:0.089383 30:0.153559 31:0.142978 34:0.244719 35:0.123815 36:0.171512
1 1:1.000000 2:0.449440 3:0.404760 6:0.511360 7:0.371130 8:0.474750 9:0.201996 10:0.181915 11:0.163831 19:0.229826 20:0.206978 23:0.261489 24:0.166801 25:0.150219 28:0.189781 29:0.137737 30:0.213372 31:0.192160 34:0.242768 35:0.176194 36:0.225388
1 1:1.000000 2:0.685390 3:0.345240 6:0.545450 7:0.329900 8:0.414140 9:0.469759 10:0.236624 11:0.119191 19:0.373846 20:0.188311 23:0.297516 24:0.226110 25:0.113895 28:0.179944 29:0.108834 30:0.283847 31:0.142978 34:0.225893 35:0.136625 36:0.171512
1 1:1.000000 2:0.191010 3:0.261900 6:0.511360 7:0.402060 8:0.505050 9:0.036485 10:0.050026 11:0.068592 19:0.097675 20:0.133925 23:0.261489 24:0.076797 25:0.105300 28:0.205597 29:0.161652 30:0.096470 31:0.132273 34:0.258262 35:0.203060 36:0.255076
1 1:1.000000 2:0.494380 3:0.226190 6:0.625000 7:0.536080 8:0.616160 9:0.244412 10:0.111824 11:0.051162 19:0.308987 20:0.141369 23:0.390625 24:0.265027 25:0.121256 28:0.335050 29:0.287382 30:0.304617 31:0.139369 34:0.385100 35:0.330311 36:0.379653
1 1:1.000000 2:0.483150 3:0.285710 6:0.443180 7:0.257730 8:0.393940 9:0.233434 10:0.138041 11:0.081630 19:0.214122 20:0.126621 23:0.196409 24:0.124522 25:0.073636 28:0.114221 29:0.066425 30:0.190332 31:0.112553 34:0.174586 35:0.101530 36:0.155189
1 1:1.000000 2:0.325840 3:0.166670 6:0.511360 8:0.171720 9:0.106172 10:0.054308 11:0.027779 19:0.166622 20:0.085228 23:0.261489 30:0.055953 31:0.028621 34:0.087811 36:0.029488
1 1:1.000000 2:0.247190 3:0.238100 6:0.397730 7:0.371130 8:0.474750 9:0.061103 10:0.058856 11:0.056692 19:0.098315 20:0.094700 23:0.158189 24:0.091740 25:0.088366 28:0.147610 29:0.137737 30:0.117353 31:0.113038 34:0.188822 35:0.176194 36:0.225388
1 1:1.000000 2:0.258430 3:0.500000 6:0.420450 7:0.515460 8:0.595960 9:0.066786 10:0.129215 11:0.250000 19:0.108657 20:0.210225 23:0.176778 24:0.133210 25:0.257730 28:0.216725 29:0.265699 30:0.154014 31:0.297980 34:0.250571 35:0.307194 36:0.355168
1 1:1.000000 2:0.528090 3:0.369050 6:0.250000 7:0.134020 8:0.262630 9:0.278879 10:0.194892 11:0.136198 19:0.132022 20:0.092262 23:0.062500 24:0.070775 25:0.049460 28:0.033505 29:0.017961 30:0.138692 31:0.096924 34:0.065657 35:0.035198 36:0.068975
1 1:1.000000 2:0.606740 3:0.369050 6:0.318180 7:0.309280 8:0.424240 9:0.368133 10:0.223917 11:0.136198 19:0.193053 20:0.117424 23:0.101239 24:0.187653 25:0.114140 28:0.098407 29:0.095654 30:0.257403 31:0.156566 34:0.134985 35:0.131209 36:0.179980
1 1:1.000000 2:0.573030 3:0.250000 6:0.397730 7:0.340210 8:0.454550 9:0.328363 10:0.143258 11:0.062500 19:0.227911 20:0.099432 23:0.158189 24:0.194951 25:0.085053 28:0.135312 29:0.115743 30:0.260471 31:0.113638 34:0.180788 35:0.154642 36:0.206616
1 1:1.000000 2:0.449440 3:0.226190 6:0.511360 7:0.309280 8:0.424240 9:0.201996 10:0.101659 11:0.051162 19:0.229826 20:0.115665 23:0.261489 24:0.139003 25:0.069956 28:0.158153 29:0.095654 30:0.190670 31:0.095959 34:0.216939 35:0.131209 36:0.179980
1 1:1.000000 2:0.494380 3:0.214290 6:0.340910 7:0.309280 8:0.434340 9:0.244412 10:0.105941 11:0.045920 19:0.168539 20:0.073054 23:0.116220 24:0.152902 25:0.066276 28:0.105437 29:0.095654 30:0.214729 31:0.093075 34:0.148071 35:0.134333 36:0.188651
1 1:1.000000 2:0.471910 3:0.261900 6:0.613640 7:0.319590 8:0.434340 9:0.222699 10:0.123593 11:0.068592 19:0.289583 20:0.160712 23:0.376554 24:0.150818 25:0.083701 28:0.196113 29:0.102138 30:0.204969 31:0.113754 34:0.266528 35:0.138811 36:0.188651
1 1:1.000000 2:0.494380 3:0.476190 6:0.568180 7:0.443300 8:0.545450 9:0.244412 10:0.235419 11:0.226757 19:0.280897 20:0.270562 23:0.322829 24:0.219159 25:0.211095 28:0.251874 29:0.196515 30:0.269660 31:0.259738 34:0.309914 35:0.241798 36:0.297516
1 1:1.000000 2:0.584270 3:0.238100 6:0.465910 7:0.257730 8:0.383840 9:0.341371 10:0.139115 11:0.056692 19:0.272217 20:0.110933 23:0.217072 24:0.150584 25:0.061366 28:0.120079 29:0.066425 30:0.224266 31:0.091392 34:0.178835 35:0.098927 36:0.147333
1 1:1.000000 2:0.404490 3:0.297620 6:0.545450 7:0.453610 8:0.545450 9:0.163612 10:0.120384 11:0.088578 19:0.220629 20:0.162337 23:0.297516 24:0.183481 25:0.135003 28:0.247422 29:0.205762 30:0.220629 31:0.162337 34:0.297516 35:0.247422 36:0.297516
1 1:1.000000 2:0.202250 3:0.166670 6:0.522730 7:0.216490 8:0.353540 9:0.040905 10:0.033709 11:0.027779 19:0.105722 20:0.087123 23:0.273247 24:0.043785 25:0.036082 28:0.113166 29:0.046868 30:0.071503 31:0.058925 34:0.184806 35:0.076538 36:0.124991
1 1:1.000000 2:0.528090 3:0.154760 6:0.579550 7:0.309280 8:0.434340 9:0.278879 10:0.081727 11:0.023951 19:0.306055 20:0.089691 23:0.335878 24:0.163328 25:0.047864 28:0.179243 29:0.095654 30:0.229371 31:0.067218 34:0.251722 35:0.134333 36:0.188651
1 1:1.000000 2:0.269660 3:0.321430 6:0.613640 7:0.505150 8:0.595960 9:0.072717 10:0.086677 11:0.103317 19:0.165474 20:0.197242 23:0.376554 24:0.136219 25:0.162370 28:0.309980 29:0.255177 30:0.160707 31:0.191559 34:0.365705 35:0.301049 36:0.355168
1 1:1.000000 2:0.280900 3:0.250000 6:0.465910 7:0.309280 8:0.424240 9:0.078905 10:0.070225 11:0.062500 19:0.130874 20:0.116477 23:0.217072 24:0.086877 25:0.077320 28:0.144097 29:0.095654 30:0.119169 31:0.106060 34:0.197658 35:0.131209 36:0.179980
1 1:1.000000 2:0.584270 3:0.488100 6:0.477270 7:0.453610 8:0.545450 9:0.341371 10:0.285182 11:0.238242 19:0.278855 20:0.232955 23:0.227787 24:0.265031 25:0.221407 28:0.216494 29:0.205762 30:0.318690 31:0.266234 34:0.260327 35:0.247422 36:0.297516
1 1:1.000000 2:0.280900 3:0.250000 6:0.488640 7:0.237110 8:0.363640 9:0.078905 10:0.070225 11:0.062500 19:0.137259 20:0.122160 23:0.238769 24:0.066604 25:0.059277 28:0.115861 29:0.056221 30:0.102146 31:0.090910 34:0.177689 35:0.086223 36:0.132234
1 1:1.000000 2:0.393260 3:0.380950 6:0.636360 7:0.381440 8:0.484850 9:0.154653 10:0.149812 11:0.145123 19:0.250255 20:0.242421 23:0.404954 24:0.150005 25:0.145310 28:0.242733 29:0.145496 30:0.190672 31:0.184704 34:0.308539 35:0.184941 36:0.235080
1 1:1.000000 2:0.292130 3:0.119050 6:0.386360 7:0.226800 8:0.353540 9:0.085340 10:0.034778 11:0.014173 19:0.112867 20:0.045996 23:0.149274 24:0.066255 25:0.027001 28:0.087626 29:0.051438 30:0.103280 31:0.042089 34:0.136594 35:0.080183 36:0.124991
1 1:1.000000 2:0.494380 3:0.416670 6:0.534090 7:0.237110 8:0.363640 9:0.244412 10:0.205993 11:0.173614 19:0.264043 20:0.222539 23:0.285252 24:0.117222 25:0.098797 28:0.126638 29:0.056221 30:0.179776 31:0.151518 34:0.194216 35:0.086223 36:0.132234
1 1:1.000000 2:0.494380 3:0.309520 6:0.477270 7:0.226800 8:0.202020 9:0.244412 10:0.153020 11:0.095803 19:0.235953 20:0.147725 23:0.227787 24:0.112125 25:0.070199 28:0.108245 29:0.051438 30:0.099875 31:0.062529 34:0.096418 35:0.045818 36:0.040812
1 1:1.000000 2:0.269660 3:0.321430 6:0.420450 7:0.257730 8:0.383840 9:0.072717 10:0.086677 11:0.103317 19:0.113379 20:0.135145 23:0.176778 24:0.069499 25:0.082842 28:0.108363 29:0.066425 30:0.103506 31:0.123378 34:0.161386 35:0.098927 36:0.147333
1 1:1.000000 2:0.471910 3:0.166670 6:0.545450 7:0.237110 8:0.363640 9:0.222699 10:0.078653 11:0.027779 19:0.257403 20:0.090910 23:0.297516 24:0.111895 25:0.039519 28:0.129332 29:0.056221 30:0.171605 31:0.060608 34:0.198347 35:0.086223 36:0.132234
1 1:1.000000 2:0.539330 3:0.309520 6:0.511360 7:0.226800 8:0.353540 9:0.290877 10:0.166933 11:0.095803 19:0.275792 20:0.158276 23:0.261489 24:0.122320 25:0.070199 28:0.115976 29:0.051438 30:0.190675 31:0.109428 34:0.180786 35:0.080183 36:0.124991
1 1:1.000000 2:0.494380 3:0.142860 6:0.488640 7:0.247420 8:0.373740 9:0.244412 10:0.070627 11:0.020409 19:0.241574 20:0.069807 23:0.238769 24:0.122319 25:0.035346 28:0.120899 29:0.061217 30:0.184770 31:0.053392 34:0.182624 35:0.092471 36:0.139682
1 1:1.000000 2:0.325840 3:0.297620 6:0.545450 7:0.360820 8:0.464650 9:0.106172 10:0.096977 11:0.088578 19:0.177729 20:0.162337 23:0.297516 24:0.117570 25:0.107387 28:0.196809 29:0.130191 30:0.151402 31:0.138289 34:0.253443 35:0.167655 36:0.215900
1 1:1.000000 2:0.382020 3:0.142860 6:0.465910 7:0.329900 8:0.444440 9:0.145939 10:0.054575 11:0.020409 19:0.177987 20:0.066560 23:0.217072 24:0.126028 25:0.047130 28:0.153704 29:0.108834 30:0.169785 31:0.063493 34:0.207069 35:0.146621 36:0.197527
1 1:1.000000 2:0.460670 3:0.321430 6:0.511360 7:0.288660 8:0.414140 9:0.212217 10:0.148073 11:0.103317 19:0.235568 20:0.164366 23:0.261489 24:0.132977 25:0.092784 28:0.147609 29:0.083325 30:0.190782 31:0.133117 34:0.211775 35:0.119546 36:0.171512
